species,NCBI_taxonomy_ID,percent present,mean reads,total reads
Actinomyces_respiraculi,2744574,2.450229709035223,0.24887952650798956,487.5549924291515
Actinomyces_ruminicola,332524,1.8376722817764146,0.17341085335769213,339.7118617277189
Actinomyces_slackii,52774,2.9096477794793296,0.1787216675005376,350.11574663355316
Actinomyces_sp. 432,2057798,2.0418580908626804,0.19041467163851808,373.0223417398569
Actinomyces_sp. HMT 175,2789425,2.9606942317508933,0.9067952088166228,1776.411814071764
Actinomyces_sp. HMT897,2789424,1.071975497702915,0.17380060850992265,340.4753920709385
Actinomyces_sp. ICM47,936548,4.849412965798871,0.6902066097486365,1352.1147484975788
Actinomyces_sp. MAS-1,2755559,2.1949974476773826,0.190262330626126,372.7239056965808
Actinomyces_sp. S6-Spd3,1284680,7.86115364982134,3.7509926140771412,7348.19453097712
Actinomyces_sp. Z16,2079536,0.7656967840735107,0.15181181597094082,297.39934748707304
Actinomyces_sp. oral taxon 169,712116,6.278713629402755,2.4562430980655,4811.780229110314
Actinomyces_sp. oral taxon 170,712117,1.7355793772332873,0.16724876438674682,327.640329433637
Actinomyces_sp. oral taxon 171,706438,1.939765186319553,0.4329871218665316,848.2217717365354
Actinomyces_sp. oral taxon 180,651609,1.6334864726901488,1.7114631064794428,3352.7562255932285
Actinomyces_sp. oral taxon 181,712121,6.482899438489021,4.089173174755554,8010.69024934613
Actinomyces_sp. oral taxon 414,712122,3.522205206738127,0.6578835095039273,1288.7937951181934
Actinomyces_sp. oral taxon 448,712124,4.287901990811638,0.6559177510834254,1284.9428743724304
Actinomyces_sp. oral taxon 897,2081702,1.1740684022460424,0.20641229109099735,404.3616782472638
Actinomyces_sp. zg-332,2708340,5.155691679428276,1.599269862029055,3132.969659714919
Actinomyces_trachealis,2763540,3.2669729453802976,0.4267045515190386,835.9142164257966
Actinomyces_urogenitalis,103621,10.209290454313425,18.749562383108394,36730.392708509346
Actinomyces_viscosus,1656,2.1949974476773826,0.3014002981004007,590.4431839786849
Actinomyces_weissii,675090,2.2460438999489574,0.251250470248345,492.1996712165079
Actinomyces_wuliandei,2057743,1.2761613067891808,0.1005642771302221,197.0054188981051
Actinotignum_schaalii,59505,17.15160796324655,49.8549119035979,97665.77241914828
Actinotignum_timonense,1870995,27.003573251659006,80.7470139200836,158183.40026944378
Actinotignum_urinale,190146,15.875446656457381,8.604474361941554,16856.165275043502
Aerococcus_christensenii,87541,52.27156712608474,2152.8961939330825,4217523.643914908
Aerococcus_sanguinicola,119206,8.26952526799387,2.415639266038491,4732.237322169403
Aerococcus_suis,371602,7.810107197549765,1.5721152489454457,3079.7737726841283
Aerococcus_urinae,1376,31.393568147013784,34.2168571893328,67030.82323390295
Aerococcus_urinaeequi,51665,8.218478815722307,3.642488057790128,7135.634105210861
Aerococcus_urinaehominis,128944,4.69627360898418,0.3968807396967069,777.4893690658488
Aerococcus_viridans,1377,4.7983665135273075,1.0660480690880194,2088.38816734343
Agathobaculum_[Eubacterium] siraeum,39492,4.900459418070446,5.477481971846065,10730.387182846442
Agathobaculum_butyriciproducens,1628085,7.810107197549765,5.645085050805997,11058.721614528948
Aggregatibacter_actinomycetemcomitans,714,5.921388463501787,2.2391111511876054,4386.418745176519
Aggregatibacter_aphrophilus,732,5.97243491577335,2.591333762678927,5076.422841088018
Aggregatibacter_segnis,739,62.225625319040326,8.839630728872287,17316.83659786081
Aggregatibacter_sp. 2125159857,2820817,1.3272077590607445,1.1000469466266483,2154.991968441604
Aggregatibacter_sp. Marseille-P9115,2866570,1.4803471158754467,2.8148844412045975,5514.3586203198065
Aggregatibacter_sp. oral taxon 458,712148,1.225114854517606,1.5134895909976607,2964.926108764417
Aggregatibacter_sp. oral taxon 513,712150,3.7774374680959677,5.1408130189825645,10070.852704186844
Akkermansia_glycaniphila,1679444,1.6334864726901488,0.10578182308602278,207.22659142551862
Akkermansia_muciniphila,239935,13.629402756508425,25.040029867578447,49053.418510586176
Alcaligenes_ammonioxydans,2582914,0.15313935681470214,0.06173706276418554,120.94290595503946
Alcaligenes_aquatilis,323284,1.786625829504851,1.88408848321687,3690.9293386218483
Alcaligenes_faecalis,511,30.627871362940272,223.02045424954613,436897.06987486087
Alcaligenes_sp. 1735tsa3,2953809,0.3062787136294043,0.48405389745101424,948.2615851065369
Alcaligenes_sp. DN25,1367435,0.15313935681470214,0.2564006803870487,502.2889328782285
Alcaligenes_sp. NLF5-7,2918755,0.6125574272588086,0.22565923586950135,442.0664430683531
Alcaligenes_sp. SORT26,2813780,4.032669729453808,1.4881511724439738,2915.2881468177447
Alistipes_communis,2585118,5.717202654415521,2.826330348469322,5536.7811526514015
Alistipes_dispar,2585119,4.44104134762634,0.8610588105751263,1686.8142099166726
Alistipes_finegoldii,214856,7.350689127105669,3.1506579840326214,6172.138990719905
Alistipes_indistinctus,626932,4.849412965798871,1.3715669957987646,2686.8997447697798
Alistipes_inops,1501391,3.573251659009702,1.7212706522346959,3371.969207727769
Alistipes_megaguti,2364787,3.4201123021949997,1.0681016726016197,2092.411176626573
Alistipes_onderdonkii,328813,4.287901990811638,25.574431571433326,50100.31144843789
Alistipes_putredinis,28117,4.900459418070446,9.019305022800035,17668.81853966527
Alistipes_senegalensis,1288121,3.6753445635528292,0.8730800664301294,1710.3638501366233
Alistipes_shahii,328814,5.206738131699851,3.662098003220159,7174.049988308292
Alistipes_sp. An31A,1965631,2.1949974476773826,0.35090048905204924,687.4140580529645
Alistipes_sp. An66,1965650,2.297090352220521,0.3313612570310003,649.1367025237296
Alistipes_sp. CAG:831,1262698,2.450229709035223,0.2830730684277762,554.5401410500135
Alistipes_sp. CHKCI003,1780376,4.236855538540074,1.3946541830693495,2732.127544632856
Alistipes_sp. dk3624,2662363,6.891271056661563,2.322141521678574,4549.075240968326
Alistipes_timonensis,1465754,2.7565084226646275,0.4827571717954024,945.7212995471933
Alloprevotella_rava,671218,8.065339458907605,5.37213026106365,10524.00318142369
Alloprevotella_sp. oral taxon 473,712469,5.359877488514552,1.8301049708223134,3585.175637840912
Alloprevotella_tannerae,76122,10.66870852475753,57.05096999764774,111762.85022539193
Alloscardovia_macacae,1160091,5.359877488514552,6.324507082327134,12389.709374278857
Alloscardovia_omnicolens,419015,26.952526799387442,648.6766365118924,1270757.5309267973
Anaerobutyricum_hallii,39488,12.965798876978052,9.268757009711896,18157.494982025604
Anaerococcus_hydrogenalis,33029,47.524247064829,105.3373557981636,206355.8800086025
Anaerococcus_lactolyticus,33032,45.58448187850944,392.75311002146805,769403.3425320559
Anaerococcus_mediterraneensis,1870984,35.987748851454825,73.86197718494543,144695.6133053081
Anaerococcus_nagyae,1755241,25.6253190403267,18.187352213447358,35629.022986143376
Anaerococcus_obesiensis,1287640,32.05717202654416,60.30952111321253,118146.35186078335
Anaerococcus_octavius,54007,33.48647269014804,26.648759681201184,52204.92021547312
Anaerococcus_prevotii,33034,42.77692700357325,58.569602833075486,114737.85194999487
Anaerococcus_tetradius,33036,39.305768249106684,550.4885926916387,1078407.1530829202
Anaerococcus_vaginalis,33037,29.555895865237368,45.346049324473476,88832.91062664354
Anaeroglobus_geminatus,156456,19.65288412455334,143.44797965075736,281014.5921358337
Anaerolineaceae bacterium oral taxon 439,1889813,4.236855538540074,1.5479572291464072,3032.4482118978117
Anaerostipes_caccae,105841,5.308831036242978,1.6005139586289172,3135.4068449540487
Anaerostipes_hadrus,649756,10.362429811128127,14.40749418292525,28224.281104350564
Anaerostipes_rhamnosivorans,1229621,24.40020418580908,2.9321168123259636,5744.016835346562
Anaerostipes_sp. 494a,1261636,8.116385911179169,2.7876929679379963,5461.090524190535
Anaerostipes_sp. 992a,1261637,7.044410413476266,1.8225220393321784,3570.3206750517375
Atopobium_deltae,1393034,40.12251148545176,204.9588469923556,401514.3812580246
Atopobium_minutum,1381,23.634507401735583,54.81630365457597,107385.13885931432
Atopobium_sp. oral taxon 416,712157,7.146503318019393,7.769733534966609,15220.907994999587
Bacillus_albus,2026189,0.20418580908626582,0.5307251446025367,1039.6905582763695
Bacillus_altitudinis,293387,5.46197039305768,1.2385471652719104,2426.3138967676728
Bacillus_amyloliquefaciens,1390,4.747320061255744,2.2445304513299327,4397.035154155338
Bacillus_anthracis,1392,8.728943338437977,5.385724544024946,10550.634381744869
Bacillus_aquiflavi,2672567,4.389994895354777,0.7580952465990357,1485.108588087511
Bacillus_atrophaeus,1452,1.9908116385911168,0.12628980303339274,247.40172414241638
Bacillus_australimaris,1326968,0.5104645227156701,0.028220404057655482,55.28377154894709
Bacillus_badius,1455,5.155691679428276,0.46691717817992345,914.6907520544701
Bacillus_bombysepticus,658666,0.45941807044410643,0.25554359980573227,500.60991201942954
Bacillus_cabrialesii,2487276,0.35732516590096797,0.01351074614686614,26.467551701710768
Bacillus_canaveralius,1403243,1.5824400204185851,0.1337923485926004,262.0992108929042
Bacillus_cereus,1396,77.23328228688106,53.815109250705255,105423.7990221316
Bacillus_coahuilensis,408580,2.6033690658499253,0.5176238418474999,1014.0251061792522
Bacillus_cytotoxicus,580165,11.332312404287903,1.4264021646307827,2794.321840511703
Bacillus_dafuensis,1742359,77.13118938233792,144.20016945041203,282488.1319533572
Bacillus_fonticola,2728853,1.3272077590607445,0.12047923728494671,236.0188258412106
Bacillus_glycinifermentans,1664069,5.717202654415521,2.169770688319666,4250.580778418225
Bacillus_gobiensis,1441095,4.747320061255744,0.8245928759399209,1615.377443966305
